gamma_0,exponential_b_1,uniform_b_2,gamma_3,uniform_a_4,time,event
4.434510645866311,0.0045369767038765454,88.15615444401638,8.844240122392973,1.8693376438974734,1.0684301096904252,1.0
9.76246558586716,0.006120992142004467,22.571395196159415,1.4252313736146685,6.134317276141378,0.9675335430144364,1.0
7.61785373285897,0.004908144896085786,69.0428709085325,1.125267356556757,5.193553414784237,16.383197771154414,0.0
5.136270064320654,0.01140249369506367,3.6949027558777203,5.8511838730674555,9.684024969569968,0.0064922442871392285,1.0
5.5559787620967365,0.02952298910948792,45.98129992150267,2.1388788858905734,4.1901379868620765,20.32942862684726,0.0
1.2817197454440667,0.014844082935563116,73.23216455675659,3.4324560275045064,9.062194002023482,12.342244896339743,0.0
4.471301583435244,0.0256685763637754,-4.633907012909173,20.01153036011336,2.2716855677173795,1.2520358472119698e-08,1.0
1.7579974293168574,0.012236562922651042,35.01716818273865,2.8713560723606886,-0.7574656964887794,23.248009045164146,0.0
3.6198016416874235,0.019858402654032582,63.20304273303451,1.3601488992129396,1.8466884338585654,11.653101152023543,0.0
2.2508871771831447,0.0053909413322062805,-8.634838499556574,2.5168437860209543,7.109757847843362,0.28930656405651445,1.0
3.232186638372049,0.025197450514686512,70.31839142622746,4.167533196256054,7.948188518686527,24.60596528746522,0.0
5.5024348616970675,0.0036715834401951294,12.405833351090713,2.593519282368528,8.314049858291254,0.5883202620615953,1.0
6.179134980455368,0.004043674681910313,39.36498681306936,4.292373354352512,0.23722446831325694,2.2988002343109,1.0
7.046927145624641,0.0031070977093006244,63.994557211016314,8.662538511422671,4.448922301627115,0.056546872174618706,1.0
2.227066087905449,0.005480461728765587,56.346502445912094,3.4256678636039246,6.814474590456896,12.836167498888262,1.0
5.403228221554108,0.01618437287216685,50.44744891608143,7.906076266054424,-1.1473750705351389,0.27432522682851007,1.0
1.4625889432419994,0.005872305254491539,52.519651341907974,1.7064714021531733,1.201432814116386,10.650816069482076,0.0
1.2862266191921434,0.011243406456613005,17.11596745611375,0.7757426605615643,9.03880439171013,3.9052131464468705,0.0
3.376937947464069,0.00721987460734706,-11.363062450918822,5.1341812294626505,-1.4670754433468272,0.12554464913731875,1.0
2.35715811046604,0.00021720872097538303,15.350720195609064,4.8210429897274905,4.676788802800159,0.1950130879972626,1.0
